equipo_id,linea_produccion,voltaje_v,corriente_a,potencia_kw,energia_kwh,horas_activas,temperatura_c,factor_potencia,eficiencia_porcentual,fallas_detectadas,costo_energia_usd,fecha_registro
EQ_019,Línea D,213.51,7.84,1.51,7.98,10.05,45.56,0.8973360414771583,82.78,0,0.73,2024-08-01
EQ_017,Línea D,239.91,7.28,1.51,12.53,4.76,50.42,0.9088375826064226,85.7,1,1.16,2024-03-01
EQ_019,Línea B,200.91,6.9,1.36,7.53,4.22,46.83,0.8207231092719958,88.77,1,0.83,2024-12-28
EQ_028,Línea C,240.18,4.16,0.93,9.07,7.23,39.41,0.9134800942403636,96.73,0,0.86,2024-03-18
EQ_026,Línea D,190.84,7.66,1.25,7.72,11.95,53.94,0.8564925628697905,84.88,1,0.92,2024-04-04
EQ_037,Línea D,260.5,10.11,2.26,14.76,5.4,46.98,0.9090646820995723,80.51,0,1.97,2024-11-25
EQ_026,Línea D,213.91,8.79,1.84,19.8,9.38,32.11,0.8881040883022066,90.57,1,2.46,2024-08-03
EQ_023,Línea A,202.57,10.84,1.76,13.75,5.39,58.09,0.876168539905526,88.2,1,1.4,2024-07-31
EQ_009,Línea B,216.51,5.81,1.09,10.2,9.8,30.7,0.9793862256060107,83.46,2,1.32,2024-10-30
EQ_012,Línea A,204.3,4.17,0.78,5.63,8.04,54.01,0.8561894551496474,88.88,2,0.74,2024-07-18
EQ_001,Línea B,225.8,7.26,1.36,8.68,9.44,59.87,0.8718467443294078,81.93,1,1.27,2024-12-17
EQ_001,Línea C,240.51,6.16,1.21,10.89,5.62,33.94,0.885089447830496,80.76,2,1.08,2024-01-31
EQ_047,Línea C,205.1,6.47,1.28,6.71,9.97,43.77,0.8959440970564705,69.81,3,0.88,2024-10-16
EQ_034,Línea D,228.69,8.64,1.93,13.48,11.96,42.84,0.8761610744264228,82.38,0,1.95,2024-12-08
EQ_032,Línea B,197.01,6.49,1.23,6.98,9.33,43.29,0.9020425753846855,70.9,1,0.84,2024-05-14
EQ_048,Línea C,235.49,4.25,0.98,9.38,7.95,63.3,0.9351077158409433,79.88,0,1.05,2024-03-23
EQ_025,Línea B,226.24,6.32,1.3,15.02,11.39,34.05,0.9534929379014483,89.64,3,1.51,2024-02-16
EQ_040,Línea C,236.14,9.02,2.05,24.53,4.13,41.93,0.9510653978705127,72.96,3,3.48,2024-07-24
EQ_045,Línea A,218.16,10.01,1.91,14.52,9.84,60.03,0.8245898710834468,83.48,2,1.65,2024-03-17
EQ_001,Línea C,213.47,9.98,1.99,11.98,11.11,41.77,0.9390097946755719,85.52,2,1.74,2024-09-15
EQ_016,Línea A,232.24,9.27,2.15,16.22,4.49,35.64,0.9420949246356564,83.09,0,2.28,2024-04-01
EQ_039,Línea C,200.38,7.5,1.27,13.69,7.6,47.63,0.8868800428144412,81.15,3,1.54,2024-04-09
EQ_005,Línea D,193.86,9.21,1.57,8.87,5.64,53.06,1.0,87.6,2,1.1,2024-07-13
EQ_022,Línea A,219.93,7.87,1.55,18.01,8.53,41.07,0.9743833115907294,88.71,0,1.65,2024-07-10
EQ_029,Línea C,214.16,8.34,1.48,9.97,9.2,50.54,0.9108487808429478,85.01,2,1.05,2024-03-08
EQ_003,Línea D,228.31,5.18,0.97,11.53,6.42,31.23,0.8902015847365884,81.59,1,1.53,2024-08-29
EQ_012,Línea A,236.37,8.13,1.86,19.92,7.68,31.79,1.0,91.92,2,2.6,2024-03-30
EQ_026,Línea D,228.0,9.14,2.07,21.67,6.23,40.6,0.9190493131070273,74.51,0,2.41,2024-12-10
EQ_016,Línea B,235.18,9.02,1.87,12.24,6.96,50.9,0.9242518528830204,90.5,2,1.7,2024-01-10
EQ_037,Línea B,224.82,4.14,0.76,3.09,5.28,52.61,0.9236228298562925,88.36,2,0.32,2024-09-20
EQ_022,Línea A,227.42,8.29,1.53,10.8,11.08,33.18,1.0,86.59,2,1.27,2024-09-24
EQ_029,Línea C,218.25,3.67,0.78,5.0,4.08,52.24,0.909174236794648,84.92,1,0.59,2024-11-15
EQ_014,Línea A,226.98,8.52,1.73,7.44,11.06,46.67,0.9188179011600592,69.88,0,0.82,2024-04-27
EQ_028,Línea D,222.5,5.9,1.13,9.09,8.57,36.21,0.8784468668500571,96.1,2,1.34,2024-09-06
EQ_005,Línea C,224.88,13.12,2.64,19.07,6.65,31.66,0.9005250278868181,91.71,0,2.51,2024-02-28
EQ_047,Línea B,217.5,8.36,1.57,14.25,9.78,47.3,0.8684303902856751,77.31,0,1.74,2024-07-13
EQ_049,Línea C,232.13,10.4,2.17,19.46,8.06,57.9,0.8794633373483439,91.07,1,2.35,2024-02-19
EQ_030,Línea B,209.34,14.33,2.92,14.5,7.99,45.36,0.8295024171096135,86.51,0,1.44,2024-10-22
EQ_046,Línea C,219.72,5.55,1.12,13.23,4.88,35.65,0.9640762285489385,80.34,1,1.49,2024-04-06
EQ_005,Línea C,239.68,9.31,2.1,11.54,7.12,26.32,0.9278373168792957,94.53,2,1.5,2024-05-06
EQ_012,Línea C,205.77,4.44,0.8,6.05,5.93,60.29,0.9319554646140411,81.55,1,0.88,2024-09-02
EQ_016,Línea D,187.57,9.03,1.61,12.73,4.13,55.42,0.9173780846733566,95.85,0,1.77,2024-03-27
EQ_026,Línea D,225.5,13.3,2.8,29.41,6.88,48.02,0.9235883008758672,89.27,1,3.18,2024-03-17
EQ_026,Línea A,216.15,6.12,1.09,5.23,4.72,59.78,1.0,92.65,1,0.61,2024-07-22
EQ_048,Línea A,235.16,5.34,1.15,8.54,6.05,47.24,0.881561360408263,89.63,0,0.81,2024-05-25
EQ_021,Línea B,218.04,7.73,1.43,12.91,4.74,39.69,0.9339178399139592,89.26,3,1.24,2024-05-28
EQ_039,Línea D,210.93,14.14,2.87,16.42,4.81,50.55,0.9336495571412505,86.72,2,1.94,2024-04-20
EQ_036,Línea B,218.86,10.31,2.0,18.04,5.59,36.7,0.977099461419788,79.19,0,2.2,2024-05-08
EQ_033,Línea A,236.4,5.29,1.25,14.24,12.0,35.04,0.9419327406276876,85.5,1,1.51,2024-09-09
EQ_030,Línea B,228.63,12.37,2.31,27.67,4.02,52.72,0.9444459422413676,92.33,1,3.56,2024-06-14
EQ_037,Línea A,183.49,3.03,0.53,2.26,9.11,53.56,0.8570865214730072,90.75,1,0.3,2024-10-23
EQ_023,Línea D,222.79,14.41,3.0,17.65,5.13,32.26,0.879554882414751,89.01,0,1.91,2024-05-16
EQ_010,Línea C,223.54,10.57,2.25,14.59,11.37,32.63,0.8616555797968204,68.23,0,1.98,2024-10-05
EQ_005,Línea D,219.73,13.29,2.52,18.13,4.75,40.55,0.7962064101255972,83.29,0,1.86,2024-11-29
EQ_036,Línea B,210.84,3.06,0.58,3.44,11.64,37.89,0.939859966805382,82.45,1,0.42,2024-01-11
EQ_034,Línea B,237.92,8.51,1.94,10.92,8.89,49.76,0.9069185580045994,76.17,0,1.51,2024-03-11
EQ_031,Línea D,238.66,7.6,1.54,17.92,4.01,45.48,0.9399535844289847,92.23,3,2.19,2024-06-07
EQ_010,Línea D,186.95,4.98,0.79,8.97,11.15,56.65,0.9217744640267751,68.8,1,1.3,2024-08-03
EQ_019,Línea A,208.03,4.11,0.78,3.41,8.17,48.17,0.9320218157601805,91.69,1,0.32,2024-01-26
EQ_032,Línea B,217.83,9.52,1.88,12.62,6.1,38.55,0.9869057705885852,95.63,2,1.58,2024-10-12
EQ_001,Línea B,234.23,9.79,1.96,14.19,10.14,26.09,0.9203647544637977,83.32,1,1.76,2024-06-10
EQ_005,Línea D,220.52,11.9,2.26,13.36,11.41,46.79,0.9534494609051913,84.41,0,1.73,2024-04-11
EQ_045,Línea C,209.75,6.49,1.16,10.48,7.87,27.9,0.9048878156982962,92.74,1,1.47,2024-03-09
EQ_004,Línea B,230.64,7.58,1.67,15.24,6.52,38.43,0.961239406000613,78.89,1,2.04,2024-05-12
EQ_016,Línea C,216.83,3.85,0.78,8.43,10.31,37.78,0.858018117264011,90.29,1,1.16,2024-07-07
EQ_024,Línea D,218.24,12.62,2.66,26.41,9.45,39.92,0.8281221899250024,77.66,1,2.83,2024-07-29
EQ_016,Línea D,219.59,8.21,1.79,14.93,11.11,31.84,1.0,75.26,2,1.69,2024-08-30
EQ_002,Línea A,228.61,10.17,2.08,19.2,9.54,37.75,1.0,87.37,2,2.45,2024-06-14
EQ_049,Línea B,215.37,10.27,1.8,11.15,5.95,56.46,0.8227242751776811,84.79,0,1.37,2024-03-01
EQ_028,Línea C,230.3,12.38,2.31,20.2,11.45,56.43,0.9181943337011862,71.23,1,2.98,2024-12-27
EQ_032,Línea A,218.9,5.51,1.04,8.23,4.84,60.32,0.9274958171539321,96.32,1,0.83,2024-10-05
EQ_027,Línea B,203.99,10.09,2.03,10.29,6.14,45.1,0.9561485790984194,81.68,1,1.14,2024-04-22
EQ_020,Línea A,219.45,7.92,1.57,9.33,8.16,47.71,1.0,89.09,4,1.16,2024-01-30
EQ_024,Línea D,204.77,14.32,2.51,15.9,8.53,56.61,0.8669294873990442,97.84,0,2.26,2024-11-18
EQ_012,Línea B,220.61,5.5,1.07,12.19,4.12,30.29,0.8696159087242277,86.98,4,1.78,2024-06-09
EQ_050,Línea A,232.44,11.51,2.46,14.37,10.24,53.06,0.9199414411904393,95.19,0,1.58,2024-08-21
EQ_035,Línea A,203.9,9.05,1.72,10.86,6.89,58.02,0.8718210983057265,78.1,1,1.02,2024-12-04
EQ_033,Línea C,225.46,8.89,1.67,11.61,7.25,36.11,0.7842931610744763,96.37,1,1.34,2024-06-18
EQ_033,Línea A,207.56,8.16,1.69,15.73,10.47,58.83,0.9086379967612555,78.39,0,1.79,2024-11-13
EQ_043,Línea B,223.03,12.04,2.44,12.07,7.03,65.58,0.9628771953578346,80.43,1,1.8,2024-07-04
EQ_037,Línea B,232.9,8.79,1.69,19.66,4.38,52.78,0.9189766307230675,73.36,2,2.28,2024-02-26
EQ_012,Línea C,188.06,3.43,0.63,6.88,5.41,50.95,0.9512022629574901,87.15,1,0.75,2024-08-27
EQ_003,Línea B,203.28,11.66,1.93,16.63,11.65,33.8,0.9440503101977127,90.05,1,1.86,2024-09-13
EQ_001,Línea D,214.47,11.11,2.34,21.98,4.56,55.69,0.8686507187304017,91.13,1,2.5,2024-12-23
EQ_033,Línea B,224.73,9.76,2.19,9.05,6.84,34.74,0.9234010772189528,73.55,0,1.26,2024-07-19
EQ_040,Línea B,217.5,4.61,0.94,6.31,8.03,48.7,0.8437419675480495,88.0,0,0.6,2024-11-20
EQ_010,Línea A,219.31,5.08,1.06,10.99,7.95,49.71,0.8944044669257398,88.3,1,1.2,2024-11-10
EQ_043,Línea A,250.64,2.37,0.52,2.4,4.03,12.04,0.9225226592225967,89.92,4,0.36,2024-10-28
EQ_044,Línea B,201.81,9.38,1.87,11.7,8.01,49.06,0.9199423666855964,78.82,4,1.16,2024-04-15
EQ_029,Línea C,237.03,3.95,0.85,7.38,7.07,71.21,0.8554532561594714,64.96,1,0.99,2024-10-16
EQ_013,Línea A,214.75,2.84,0.58,3.51,11.78,24.08,0.8655502256897224,90.65,1,0.39,2024-04-10
EQ_012,Línea C,228.24,11.82,2.66,30.52,5.27,44.46,0.9345479814828949,83.83,0,3.81,2024-04-06
EQ_031,Línea B,251.93,10.3,2.58,13.03,6.83,25.53,0.9613696717651651,87.24,1,1.25,2024-06-01
EQ_046,Línea B,230.33,7.0,1.56,16.19,7.36,36.06,0.9096516253255051,84.24,3,1.75,2024-01-29
EQ_002,Línea D,225.59,7.6,1.48,11.93,7.13,25.7,0.907148666037339,86.88,0,1.43,2024-06-01
EQ_050,Línea A,243.99,0.78,0.19,1.9,9.33,46.6,0.9665638000001462,90.9,2,0.2,2024-03-13
EQ_035,Línea B,236.87,10.75,2.36,15.31,5.72,52.94,0.8813966942986369,70.14,3,1.88,2024-09-10
EQ_023,Línea D,208.01,5.92,1.21,9.82,5.77,49.1,1.0,94.13,0,1.01,2024-01-04
EQ_017,Línea A,224.42,8.99,1.89,20.52,9.83,35.7,0.8527363647675126,83.54,1,2.65,2024-08-24
EQ_026,Línea B,194.24,0.53,0.09,0.7,8.0,38.91,0.9724248165744397,98.02,1,0.1,2024-02-07
EQ_008,Línea B,211.9,10.93,2.02,13.89,7.32,47.72,0.9469583922076529,81.32,0,1.32,2024-01-20
EQ_029,Línea A,224.71,5.74,1.17,9.7,5.35,36.01,1.0,79.55,3,1.0,2024-04-22
EQ_026,Línea A,210.97,3.87,0.78,7.6,5.5,31.71,0.8639415339808947,83.81,1,1.07,2024-01-23
EQ_010,Línea A,224.1,6.98,1.35,10.19,4.08,42.61,0.8032988570699515,89.0,0,1.3,2024-05-15
EQ_026,Línea B,219.8,6.21,1.25,14.39,4.73,35.55,0.9824723183647696,82.81,1,1.36,2024-09-04
EQ_034,Línea B,228.05,11.22,2.22,14.12,8.45,49.12,0.8464333246340108,89.58,0,1.68,2024-10-27
EQ_041,Línea D,213.64,6.74,1.39,10.85,11.13,57.99,0.9507888246069045,81.9,1,1.11,2024-04-06
EQ_007,Línea C,205.9,12.09,2.22,22.32,6.3,70.98,0.9791075540313628,85.28,1,2.28,2024-02-02
EQ_004,Línea A,242.17,8.99,1.78,16.93,6.62,48.38,0.9389880382358876,100.0,1,2.48,2024-05-14
EQ_050,Línea B,212.56,10.68,1.89,20.62,4.92,51.46,0.9316090443251097,87.86,1,2.8,2024-09-11
EQ_045,Línea B,229.9,7.99,1.49,17.84,7.11,39.01,0.9400470017403473,88.5,2,2.35,2024-10-04
EQ_011,Línea A,241.53,11.82,2.57,19.06,4.3,39.63,0.9618710946685672,73.22,0,1.99,2024-05-12
EQ_029,Línea C,222.44,4.54,0.83,4.06,11.34,57.84,0.949353424238151,95.83,2,0.39,2024-08-25
EQ_036,Línea A,207.16,8.34,1.42,6.03,9.38,42.24,0.8591708096604422,93.53,0,0.86,2024-01-15
EQ_025,Línea C,217.32,6.81,1.46,14.33,11.93,45.73,1.0,79.28,0,1.29,2024-10-03
EQ_021,Línea B,235.26,12.19,2.79,30.67,11.06,57.23,0.9225554017438451,93.37,0,3.47,2024-05-05
EQ_036,Línea C,223.09,12.5,2.48,14.3,7.78,42.31,0.9459170793239753,87.64,2,1.53,2024-12-10
EQ_010,Línea D,201.92,8.0,1.61,8.48,8.16,60.0,0.9555494508763431,85.37,3,1.05,2024-01-17
EQ_037,Línea B,228.95,4.13,0.76,3.42,5.52,50.73,0.9777963900940643,95.33,1,0.36,2024-11-07
EQ_009,Línea D,231.54,9.28,1.98,20.95,7.7,49.55,0.9726053411237319,80.9,0,2.28,2024-02-19
EQ_024,Línea A,214.67,3.01,0.6,3.89,11.22,38.52,0.9265868413223747,79.22,0,0.55,2024-05-14
EQ_035,Línea A,229.15,12.88,2.63,18.97,4.41,50.09,0.9233733242292396,86.66,0,2.39,2024-04-27
EQ_049,Línea A,223.68,6.58,1.29,10.35,10.91,40.71,0.9404305491484448,89.23,0,1.02,2024-11-01
EQ_035,Línea C,217.04,7.91,1.53,16.39,6.73,49.69,0.9750030502976734,92.73,2,2.19,2024-02-29
EQ_048,Línea B,200.6,5.96,1.06,9.76,11.2,43.98,0.8643689157583558,83.79,0,1.0,2024-05-04
EQ_036,Línea A,236.17,5.29,1.18,10.53,11.53,54.67,0.952204771112098,78.2,1,1.22,2024-04-25
EQ_018,Línea A,231.39,10.21,1.95,10.54,9.37,44.68,0.8756838697502002,100.0,2,1.36,2024-06-21
EQ_049,Línea B,228.76,7.52,1.44,11.67,9.32,65.38,1.0,76.31,2,1.24,2024-07-05
EQ_039,Línea A,243.17,8.13,1.65,16.04,7.62,42.24,0.938365708399224,85.44,0,1.81,2024-03-28
EQ_032,Línea D,234.18,4.99,1.0,11.79,10.68,39.65,0.8991986212674566,91.24,1,1.58,2024-07-21
EQ_024,Línea B,230.3,10.57,2.2,12.34,11.69,48.46,0.9414358300834449,94.21,2,1.81,2024-12-26
EQ_023,Línea B,186.8,10.87,1.67,6.81,10.2,55.78,0.9204600828843227,80.46,0,0.83,2024-11-06
EQ_032,Línea B,237.95,7.37,1.71,7.87,8.98,55.7,0.9119906518833787,70.0,1,0.71,2024-11-15
EQ_037,Línea D,221.25,11.8,2.24,15.7,8.85,46.67,0.8295387371796125,80.28,3,1.73,2024-06-30
EQ_012,Línea B,224.69,7.69,1.44,15.21,10.8,48.39,0.8687903498411143,91.89,4,1.73,2024-12-17
EQ_049,Línea D,224.79,10.34,2.17,8.8,8.33,48.41,0.9129773450258744,90.1,1,0.97,2024-06-16
EQ_013,Línea B,231.61,3.13,0.59,4.52,10.43,34.22,0.8355822930159799,90.36,1,0.53,2024-06-29
EQ_023,Línea C,236.83,9.06,1.98,13.14,8.07,55.24,0.890641185132119,90.69,0,1.68,2024-10-26
EQ_025,Línea A,229.51,7.19,1.55,6.85,4.5,32.42,0.8950062618606488,95.72,1,0.67,2024-05-09
EQ_035,Línea C,227.13,8.47,1.62,12.32,7.07,34.24,0.8810278686631035,78.79,2,1.31,2024-05-28
EQ_041,Línea A,223.47,8.33,1.5,9.06,7.56,45.55,0.9586177406832321,75.42,2,1.09,2024-11-01
EQ_030,Línea D,169.73,8.38,1.24,8.45,5.13,41.8,0.8759915340700931,87.96,2,0.92,2024-07-27
EQ_017,Línea C,215.69,9.85,1.74,16.78,4.82,52.96,0.9244204406038282,76.61,0,2.51,2024-04-20
EQ_049,Línea B,205.88,6.3,1.07,8.74,8.28,49.47,0.9023418020504713,74.91,2,1.01,2024-05-16
EQ_020,Línea A,238.16,9.71,1.97,9.84,4.68,46.38,0.9140601368433933,94.79,3,1.4,2024-12-20
EQ_048,Línea A,229.29,11.7,2.3,26.89,6.42,33.74,1.0,87.0,4,3.87,2024-07-29
EQ_025,Línea C,213.13,3.77,0.73,6.63,9.96,45.27,0.9289843175916588,85.23,2,0.93,2024-05-25
EQ_022,Línea D,214.63,5.66,1.14,11.54,11.72,44.47,0.9386516445763144,85.39,0,1.07,2024-03-24
EQ_013,Línea C,214.09,5.78,1.14,5.28,9.74,47.22,0.8817291456393467,84.15,1,0.78,2024-01-30
EQ_019,Línea D,213.82,4.72,0.84,3.68,11.94,40.7,0.9513074838647819,94.74,0,0.36,2024-03-05
EQ_049,Línea D,198.33,6.58,1.09,4.53,9.59,50.23,0.9491984953423918,72.88,0,0.42,2024-01-24
EQ_036,Línea A,195.08,11.1,2.11,11.63,6.35,41.53,0.9443804333519357,72.55,1,1.34,2024-07-29
EQ_012,Línea C,220.44,12.34,2.48,18.14,9.38,49.29,0.8595411591058675,77.51,1,1.84,2024-08-09
EQ_041,Línea C,236.13,8.32,1.91,21.94,9.62,52.96,0.8907376391015953,87.31,2,2.22,2024-03-30
EQ_019,Línea D,211.93,7.03,1.3,9.95,6.97,39.65,0.9916790031784146,99.44,3,1.07,2024-04-15
EQ_012,Línea C,224.55,10.41,2.16,13.66,4.14,37.28,0.8856127767156365,91.95,2,1.43,2024-06-20
EQ_009,Línea B,231.01,0.91,0.19,1.61,9.63,49.76,0.9984994012877315,89.74,2,0.21,2024-08-17
EQ_007,Línea B,205.1,4.83,0.86,4.21,4.17,31.79,0.8926801711474797,84.36,1,0.43,2024-03-17
EQ_028,Línea C,219.7,1.04,0.2,1.78,9.05,56.12,0.9274108077026412,74.34,3,0.22,2024-03-08
EQ_014,Línea C,210.0,4.8,0.91,7.78,5.31,45.11,0.9106415382871268,89.12,0,1.16,2024-12-30
EQ_031,Línea D,244.09,5.7,1.17,12.09,8.52,43.85,0.8777597358909168,100.0,3,1.4,2024-12-18
EQ_019,Línea B,243.44,12.43,2.61,31.04,8.03,50.46,0.8784795510215159,83.08,0,3.99,2024-04-01
EQ_047,Línea B,205.11,-0.28,-0.06,-0.36,4.11,49.84,0.8847878496755133,80.51,3,-0.05,2024-03-28
EQ_016,Línea A,225.79,6.75,1.5,12.12,6.9,45.07,0.9274032140724788,83.12,2,1.19,2024-02-19
EQ_005,Línea D,236.01,9.86,2.03,22.88,8.81,53.79,0.9645208761997636,89.8,1,2.63,2024-04-12
EQ_035,Línea A,232.72,9.23,1.85,19.02,10.79,38.28,0.9241578326356998,85.89,1,2.68,2024-02-15
EQ_012,Línea B,221.22,12.39,2.3,18.17,11.11,52.12,0.9183310881727226,92.28,1,2.65,2024-06-27
EQ_025,Línea D,239.6,8.48,1.9,21.97,7.87,34.21,0.9805189027671148,84.73,1,2.77,2024-09-23
EQ_021,Línea C,206.43,9.12,1.63,7.27,9.83,50.11,0.9220669088483157,83.07,1,0.72,2024-09-24
EQ_036,Línea D,215.45,2.48,0.53,6.07,6.53,41.72,0.8928568197444327,86.83,1,0.87,2024-11-15
EQ_023,Línea C,206.84,5.04,0.9,3.96,6.74,31.89,0.87011294606816,80.68,0,0.4,2024-01-08
EQ_016,Línea C,231.74,2.65,0.54,4.52,5.56,47.57,0.9835223641829309,98.93,0,0.5,2024-09-21
EQ_039,Línea D,211.26,9.72,1.89,21.02,8.5,44.66,0.9035301244918849,91.58,1,2.37,2024-03-18
EQ_045,Línea C,217.43,9.05,1.89,11.53,6.52,29.57,0.8910713102813066,76.2,4,1.35,2024-08-27
EQ_042,Línea A,229.27,8.94,1.83,14.23,4.67,23.86,0.8867478388213638,79.03,3,1.96,2024-09-14
EQ_039,Línea B,230.47,5.36,1.09,7.19,9.48,43.48,0.9807095277743865,89.52,0,0.99,2024-07-14
EQ_014,Línea C,206.39,5.08,1.05,12.2,9.66,61.18,0.8913513003365888,86.47,1,1.62,2024-11-25
EQ_031,Línea A,235.85,8.63,1.63,17.26,6.88,48.21,0.9695231378837548,87.42,1,1.58,2024-05-10
EQ_005,Línea C,226.84,5.99,1.33,12.86,4.61,38.32,0.9084796044795266,83.46,1,1.59,2024-12-08
EQ_035,Línea B,203.77,4.94,0.84,7.31,7.41,55.82,0.8595809834486539,88.64,0,0.99,2024-09-17
EQ_023,Línea A,200.08,6.47,1.24,13.1,7.54,54.07,0.903375415309005,83.65,4,1.53,2024-08-29
EQ_029,Línea B,219.76,6.02,1.22,8.71,9.35,57.72,0.918360343277603,89.51,3,1.28,2024-06-19
EQ_043,Línea B,232.75,5.4,1.09,8.26,6.52,51.84,0.9142414603614326,91.18,2,1.15,2024-05-26
EQ_011,Línea A,233.14,4.32,0.98,9.64,9.46,53.86,0.9130008148561933,97.85,3,1.24,2024-09-26
EQ_018,Línea A,225.34,9.35,1.69,11.6,10.97,52.31,0.9039027528414091,80.88,3,1.09,2024-05-28
EQ_047,Línea A,220.73,12.67,2.36,10.65,5.9,40.22,0.8807495020148686,84.91,3,1.38,2024-10-25
EQ_012,Línea D,227.68,7.88,1.64,7.54,11.83,28.63,0.9205368781887097,75.25,1,1.09,2024-01-28
EQ_009,Línea A,207.17,8.67,1.56,7.68,7.09,39.79,0.9470474210363963,99.61,0,0.87,2024-05-28
EQ_010,Línea A,245.3,9.61,2.17,23.78,6.14,56.05,0.8468702119700144,69.2,0,3.34,2024-10-06
EQ_044,Línea A,245.11,9.1,1.8,14.0,7.37,41.19,0.9849531109026104,98.46,0,1.52,2024-06-30
EQ_017,Línea A,226.43,5.46,1.02,9.9,4.76,43.55,0.7351689047155332,85.75,1,1.23,2024-06-14
EQ_038,Línea C,222.96,13.16,2.42,17.29,5.01,33.34,0.9237624287383175,88.35,0,2.23,2024-01-17
EQ_007,Línea D,213.83,5.73,1.03,6.25,7.32,39.49,0.9433043467736713,83.67,0,0.82,2024-05-29
EQ_046,Línea B,227.93,9.94,2.02,13.69,10.1,44.91,0.8898323595052489,85.25,1,1.96,2024-12-04
EQ_013,Línea A,209.63,9.59,1.91,19.78,11.2,49.93,0.813708261451471,89.7,1,2.06,2024-02-14
EQ_040,Línea C,186.65,2.12,0.39,3.51,9.32,40.41,0.9151637949953977,71.91,4,0.37,2024-11-25
EQ_042,Línea C,179.29,6.92,1.2,13.8,4.84,39.71,0.9284847962301718,79.78,1,1.82,2024-07-07
EQ_009,Línea C,208.01,8.17,1.43,13.5,9.38,53.42,0.8625640632711901,78.24,1,1.36,2024-05-18
EQ_050,Línea B,222.35,8.4,1.66,14.21,9.08,48.25,0.878493329470977,88.58,1,1.67,2024-03-01
EQ_027,Línea A,224.98,8.9,1.68,14.92,10.45,49.49,0.9681356048031893,85.03,1,1.36,2024-10-20
EQ_002,Línea D,212.7,10.27,1.86,21.46,10.6,60.28,0.9258840879850888,89.94,3,2.11,2024-11-17
EQ_005,Línea D,222.13,7.98,1.6,16.49,10.95,39.95,0.844566150536868,86.32,1,2.16,2024-02-02
EQ_029,Línea C,215.89,9.06,1.59,6.67,7.31,44.51,0.9424914958877566,93.47,3,0.9,2024-10-25
EQ_037,Línea B,205.01,7.87,1.36,11.25,9.58,50.51,0.8734740584010816,79.08,0,1.09,2024-04-21
EQ_038,Línea B,219.19,4.95,1.07,10.17,6.15,36.28,0.8812618783586676,85.47,0,1.05,2024-10-17
EQ_019,Línea B,232.19,8.1,1.68,16.78,11.99,47.29,0.92988286963404,93.87,2,1.61,2024-02-06
EQ_008,Línea D,205.69,10.25,1.87,10.67,5.4,45.22,0.9252245013809568,92.27,2,1.24,2024-04-09
EQ_048,Línea C,205.7,11.33,1.87,20.45,4.08,72.77,0.8998696729420584,73.16,0,2.0,2024-01-23
EQ_045,Línea A,203.96,9.61,1.67,19.45,5.19,46.0,0.8947895312709074,76.83,0,2.26,2024-08-05
EQ_001,Línea D,190.95,12.0,2.23,13.14,10.21,56.57,0.9074600480637528,84.35,1,1.76,2024-03-29
EQ_022,Línea C,212.8,9.26,1.64,18.14,7.57,53.3,0.8809703253463684,83.12,2,2.38,2024-07-27
EQ_017,Línea C,230.71,10.59,2.16,10.32,7.58,33.43,0.9744506125888772,84.48,0,1.1,2024-09-27
EQ_007,Línea A,222.61,10.81,1.93,8.58,11.64,29.51,0.8415403150495767,91.37,0,1.12,2024-08-24
EQ_025,Línea A,217.46,7.33,1.43,7.2,11.36,47.47,0.9079560702713337,87.32,2,1.05,2024-07-27
EQ_045,Línea A,221.94,10.18,1.82,8.12,6.49,57.57,0.8470297463310726,87.78,2,0.9,2024-10-04
EQ_004,Línea B,212.67,5.18,1.06,11.41,5.67,47.88,0.9668000873639261,90.36,3,1.25,2024-07-24
EQ_036,Línea A,190.78,9.05,1.67,7.47,10.79,45.79,0.9078844833006513,93.59,1,0.93,2024-03-18
EQ_006,Línea C,231.76,9.73,2.16,13.33,11.25,42.16,0.8671665703559444,60.55,3,1.4,2024-11-23
EQ_031,Línea A,236.07,11.15,2.25,10.87,8.33,31.76,0.9542523813130843,81.91,0,1.4,2024-04-07
EQ_019,Línea C,209.08,10.46,2.12,13.49,9.04,35.39,0.805403466163053,77.94,0,1.89,2024-12-11
EQ_044,Línea D,217.74,11.19,2.21,10.44,6.06,28.78,0.9340442012569494,88.8,0,1.23,2024-12-30
EQ_039,Línea B,216.45,7.7,1.46,13.64,10.41,33.97,0.9775644594268874,81.3,1,1.78,2024-12-15
EQ_027,Línea D,225.27,6.96,1.45,7.35,9.06,39.74,0.928977177893139,85.61,0,0.95,2024-12-01
EQ_010,Línea D,245.35,7.18,1.41,15.25,8.03,52.76,0.8946744776607959,91.82,0,1.41,2024-04-03
EQ_026,Línea C,237.4,8.8,1.73,18.23,4.48,40.55,0.8578909019095314,80.18,1,1.84,2024-03-20
EQ_019,Línea D,214.35,2.57,0.52,2.14,11.33,47.56,0.9741257317711254,87.9,0,0.31,2024-02-07
EQ_039,Línea C,228.14,12.0,2.32,25.9,8.92,46.35,0.9663710928821151,97.43,1,3.79,2024-08-15
EQ_003,Línea A,238.82,8.13,1.79,7.57,5.54,49.99,0.887731908455449,91.65,0,1.04,2024-05-13
EQ_045,Línea A,226.13,6.75,1.34,7.93,8.85,34.65,0.8890681243195236,72.31,2,1.15,2024-07-14
